URL,店舗名,評価,レビュー数,価格帯,料理ジャンル,住所,電話番号,営業時間,定休日,総席数,個室,喫煙,駐車場,カード利用,Wi-Fi,その他設備,ランチメニュー,ディナーメニュー,特別メニュー,ドリンク,その他メニュー,特徴,雰囲気,対象客層,利用シーン,関連情報
https://tabelog.com/tokyo/A1303/A130303/13313934/,鮨屋 りょう - 代官山（寿司）,,,,,,,,,,,,,,,,,,,,,,,,,
